,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,358.11405686448563,-350.88765036488513,-39.88032655441722,-47.10673235323483
1,87.9713034827869,-60.616678207446206,-18.78317801259196,-46.13780340371422
2,84.99548937032779,-57.307459249283156,-18.400987158949004,-46.0890172281966
3,83.19826634318692,-55.242549457489105,-18.090914842038863,-46.04663179781493
4,81.9111473400373,-53.63918423881163,-17.77318780186077,-46.04515095183645
5,80.97847287114047,-52.32885817750194,-17.37945797344365,-46.029072380675274
6,80.15647264181995,-51.26009847866463,-17.126518103261336,-46.02289254672993
7,79.56656368852802,-50.34546736939646,-16.79215142978267,-46.013248065790044
8,78.93068095441824,-49.51132016897964,-16.61365403915748,-46.033014815455424
9,78.41192597703052,-48.69353170669118,-16.318978288303168,-46.03737290598714
10,78.0090951157835,-48.10245059321103,-16.099396653830432,-46.00604140796601
