,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,247.86256135516143,-232.47456713039875,-31.28926361064474,-46.67725771345442
1,89.01517912920787,-62.24719262184081,-19.069179022708525,-45.83716559349112
2,87.6625269428848,-61.11692213463358,-19.257667312231813,-45.803272100970624
3,87.00030816119651,-60.538765919482934,-19.309260682986526,-45.770802744209256
4,86.59890869999174,-60.1650787607178,-19.325098227966784,-45.758928094068764
5,86.26422990374559,-59.902555641310876,-19.394393840409315,-45.756068285773765
6,86.05042473678394,-59.719145523617684,-19.41447369460864,-45.74575305655793
7,85.83703737185739,-59.518386957895444,-19.409090607977255,-45.72774109511122
8,85.6603321065684,-59.3937351051194,-19.452033235593806,-45.71863017850521
9,85.51278786037282,-59.23757185777436,-19.460708615725014,-45.73592467442192
10,85.41677845713416,-59.16317173891966,-19.462297727384833,-45.71590442120879
