,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,265.8595676879882,-254.4057734985352,-34.950227374196054,-46.40402151489256
1,96.77021287536618,-70.4433386688233,-19.587391086578368,-45.91426520538333
2,92.29347190856936,-66.08348303985599,-19.65119561004638,-45.86118439483639
3,90.43915476989748,-64.50386454010008,-19.951978736877436,-45.88726866912841
4,89.29035284423831,-63.532268997192375,-20.093544670104983,-45.851628623962384
5,88.4799078216552,-62.84496102905268,-20.200256622314484,-45.83520330810547
6,87.82010026550279,-62.269443603515604,-20.256464038848875,-45.807120597839344
7,87.33176296997074,-61.83097393035883,-20.29232931137086,-45.79311833953859
8,86.86183343505861,-61.404782867431635,-20.31787614822387,-45.77492645263672
9,86.51748713684084,-61.13005268096923,-20.363040306091317,-45.75047502899173
