,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,219.60638991646135,-205.60556693699016,-32.640304628845335,-46.64112739855683
1,95.1788486470957,-68.56186236018112,-19.28127755167537,-45.898263702002275
2,91.94919408617727,-65.67717690236118,-19.60487222549556,-45.87688941175065
3,90.38832029845103,-64.39239401463665,-19.86691676625206,-45.86284287201475
4,89.38974320979993,-63.59519123848132,-20.045586244529478,-45.84013813048069
5,88.6139801883941,-62.922165595052185,-20.114236704833644,-45.80605114207552
6,88.05824858331307,-62.47388603620217,-20.19524961847176,-45.779612138753095
7,87.51375331049371,-62.01080072505389,-20.249924457286625,-45.75287715492346
8,87.12481021149378,-61.65863688339658,-20.264349291086802,-45.730522726502855
9,86.81812234668776,-61.39609341731162,-20.29045672550839,-45.71248561342048
