,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,407.23141342991823,-401.67722922620686,-39.83462541476606,-45.38880980129058
1,85.96755062505461,-59.55388783951536,-19.37762549281501,-45.79128838194826
2,82.73276061524223,-55.971791654349126,-18.87180309173779,-45.632771939896166
3,80.72706221315424,-53.51891665717668,-18.358915725074244,-45.56706122011424
4,79.29911138760019,-51.643299017470476,-17.90552309907662,-45.561335408268654
5,78.19403334547542,-50.05319001804144,-17.363153680064052,-45.50399693741967
6,77.19621123292579,-48.61186621669001,-16.898383003454253,-45.482728452347324
7,76.45716443534106,-47.43200445936893,-16.41554550926526,-45.4407054303934
8,75.63252338738482,-46.215786016787156,-16.033854006197487,-45.45059145601414
9,74.94777106629392,-45.15449654332366,-15.649091571283801,-45.44236626183261
10,74.42554985753262,-44.27415645465305,-15.282492549274677,-45.433886067935845
