,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,284.4176256809092,-273.5460898357889,-35.44329666664538,-46.314832106880544
1,95.59897057418623,-69.08039452535716,-19.384598344183335,-45.90317435886551
2,92.05586605608623,-65.87900391015246,-19.709266857722852,-45.88612886219073
3,90.16204153973132,-64.29852652976587,-19.99765761977873,-45.861172776088154
4,89.0653786427529,-63.40251341622199,-20.16710973090831,-45.829974894023664
5,88.32799294903457,-62.803986966457465,-20.282168885935896,-45.80617480753639
6,87.70044892645247,-62.244654823752064,-20.313722351932757,-45.769516474145725
7,87.23594778699962,-61.84000387460068,-20.35767105717184,-45.75361506469415
8,86.8249359033296,-61.47637714571354,-20.38611728638944,-45.734676122055646
9,86.51571970400597,-61.204873614299004,-20.406108863518376,-45.71695499468955
