,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,371.3852278765508,-362.9341077877735,-37.47694468437251,-45.92806466827001
1,94.6450966739897,-68.15543150353004,-19.348263284434434,-45.837928513431834
2,91.56794060709527,-65.30038127265016,-19.525295577085828,-45.79285487982325
3,89.99492434528474,-63.89974321916589,-19.647496860045607,-45.74267795689575
4,89.04661616644889,-63.11129699277755,-19.76467650381803,-45.69999587993185
5,88.32244285720088,-62.50275275286503,-19.85250497657012,-45.67219519066381
6,87.79653065283888,-62.038252974410184,-19.900303674780808,-45.65858141418608
7,87.31861942808335,-61.642154737506665,-19.953332147329984,-45.629796879370836
8,86.96964986854807,-61.33096420307596,-19.966634094257767,-45.60531964509384
9,86.67179241326758,-61.05186257520907,-19.95744254948842,-45.57737244608454
