,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,397.1940688476563,-389.9425303955079,-38.59111265945435,-45.84265067291265
1,96.05482476806638,-69.41764224243164,-19.194111629486084,-45.83129434204104
2,92.2428136138916,-65.77176094818107,-19.341396366119394,-45.81244918060305
3,90.30920877075194,-64.01327873992916,-19.489378231048583,-45.785308166503874
4,89.29201762390137,-63.13867984008785,-19.591833251953144,-45.74517110443115
5,88.52849261474614,-62.50847067260742,-19.702332981109617,-45.722355178832984
6,87.9620561828612,-62.03426515197754,-19.767801307678212,-45.69559250640868
7,87.52496315002442,-61.64060902404785,-19.78580979537964,-45.67016405487058
8,87.11264932250988,-61.28979709625243,-19.834954822540286,-45.65780715942385
9,86.8220787963867,-61.03687429809578,-19.849963031768805,-45.635167579650926
