,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,220.27660879516608,-208.10322579956042,-35.10872670364381,-47.28211064147951
1,97.27079512023933,-71.61246697998051,-20.28425760269164,-45.94258587646484
2,92.62894425964356,-66.86646200561519,-20.11102967453005,-45.87351223754886
3,90.44937026977537,-64.84643482208254,-20.248898921966582,-45.851834709167484
4,89.32768745422361,-63.84392115020754,-20.336369361877445,-45.82013557434082
5,88.55655578613286,-63.13963418579102,-20.394947509765647,-45.81186875915531
6,87.9204926605225,-62.60121904754636,-20.46491365051267,-45.784187240600595
7,87.41175537109369,-62.11516908264159,-20.4858824081421,-45.78246855926515
8,87.01370661926272,-61.77768267822267,-20.520183631896963,-45.7562076339722
9,86.66720164489737,-61.451436378479,-20.52370899963376,-45.73947470092769
