,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,378.55170369986143,-374.0670481916437,-40.59211105736681,-45.07676655339736
1,86.18139823937953,-60.274003915512466,-20.073056547024752,-45.980450919641854
2,82.60034418563113,-56.32427481264351,-19.537301292053826,-45.81337073816662
3,80.41730613830376,-53.66249437911062,-18.983268381307685,-45.73807986323448
4,78.90899741078336,-51.576741008331965,-18.325599658222618,-45.657855804735824
5,77.75743770904056,-49.88290984181171,-17.72432382114397,-45.5988513958721
6,76.64202503045914,-48.31176977188057,-17.200871406652695,-45.53112667437178
7,75.78614417127905,-46.926479546787654,-16.663092125718954,-45.522756485131616
8,75.08558484159725,-45.81559285416769,-16.21776862647207,-45.48776076929254
9,74.31554142278603,-44.6792339897765,-15.825753080959132,-45.46206061756264
10,73.67103832598312,-43.57481584152853,-15.374795886274336,-45.47101834330699
