,loss,log_p_x_given_z,log_q_z_given_x,log_p_z 
0,302.82752778258487,-298.2129460588286,-1.4958543952884562,-6.110434894320329
1,209.72864484183398,-204.07462977155853,0.37018539558483077,-5.283830618556543
2,187.34285668481758,-182.86440615110757,0.1061306866828965,-4.372320911552331
3,177.89843692055229,-174.05161758615998,-0.06261440637651125,-3.909434547907189
4,170.35785530186902,-166.8590313875223,-0.11718764141956461,-3.6160123287876944
5,163.45020014123077,-160.18610391737536,-0.24737242227302328,-3.511468301845502
6,156.8111340486551,-153.69611715968648,-0.2737133298305017,-3.388730399216278
7,150.41528011273724,-147.45321268974982,-0.34380579145648804,-3.305872769295415
8,144.07761276824564,-141.14358675027194,-0.30998635829626764,-3.2440124916124944
9,137.4957814276972,-134.57182756254946,-0.3469059723370437,-3.27085873446887
10,130.99582083013993,-128.05286243293867,-0.30218237621969063,-3.2451402054557326
11,124.77858164340635,-121.9776727217662,-0.3291532878728607,-3.1300619674634333
12,118.81144965449467,-116.0395154349412,-0.37784220466885393,-3.1497762112677856
13,113.01691301563119,-110.25937411151355,-0.3118596477551928,-3.0693983186649367
14,107.36120344717295,-104.63116619254964,-0.33833902027410795,-3.0683759345283996
15,101.93256909334207,-99.20052752917324,-0.3516725864072768,-3.0837145455275916
16,96.67741934860808,-93.93364985985093,-0.3992987301530718,-3.143067888066738
17,91.65536276901823,-88.89245682728446,-0.3298833391900304,-3.09278962280177
18,86.86270904541016,-84.07266042202335,-0.312772826822121,-3.102821962742866
19,82.1351318359375,-79.43358158159857,-0.3874024929879586,-3.0889522848249995
20,77.79892479618897,-75.03916853892653,-0.31697833273984205,-3.0767347571216055
21,73.70207619968849,-70.93773235852208,-0.3286206099334396,-3.0929646401465694
22,69.82352428194845,-67.01094943662233,-0.298937915246698,-3.1115127967882765
23,65.94692751727526,-63.29698577108263,-0.34703650467003444,-2.9969784911674795
24,62.64970286888413,-59.92729732658289,-0.327391520614111,-3.049796991710422
25,59.252912062632895,-56.638992502719525,-0.4120034369864042,-3.025923058956484
26,56.34140309201012,-53.592715492731394,-0.3124218566130988,-3.0611095156850694
27,53.506344324425804,-50.854569060892985,-0.3633232384542877,-3.0150984178615516
28,51.01058950303475,-48.229603827754154,-0.30740236896502804,-3.0883880084074
29,48.40852182122726,-45.80477943903284,-0.40674454765983775,-3.01048685930952
30,45.87132272841055,-43.13089607335344,-0.27743239516887486,-3.0178588311883465
31,43.648981939388214,-40.837734270699436,-0.1808342776508837,-2.9920822547960877
32,41.54356929923915,-38.83839479277406,-0.3168731363891046,-3.0220477249048927
33,39.81132768075678,-37.11225577245786,-0.3262177309893733,-3.0252894540376296
34,37.38730235039434,-34.76026028017454,-0.3044728220122146,-2.931515135342561
35,35.93655636944351,-33.24037513250038,-0.2797200256322005,-2.975901196274577
36,34.529252643826624,-31.84198901019518,-0.3058142760131933,-2.9930778696567195
37,33.147488823419856,-30.56495736520501,-0.37873034066037287,-2.961261794536928
38,32.08626295645026,-29.445877509781074,-0.34959233712546434,-2.9899775499030006
39,31.071950381315204,-28.357233626933038,-0.30712485454882243,-3.0218416286420213
40,30.215888518321364,-27.46025930477094,-0.33679818324273153,-3.0924274197107633
41,29.26845910277548,-26.552061443087418,-0.3155517134273165,-3.0319493088541147
42,28.462111895597438,-25.823621315292158,-0.31552028778610336,-2.95401074614706
43,27.760088498079323,-25.134858578066286,-0.32688173415917376,-2.9521115248716323
44,27.251496254643307,-24.403197735170785,-0.3624612739946269,-3.2107597664941716
45,26.43219141416911,-23.893479407588146,-0.42520805552035956,-2.963919971562638
46,25.677328037310254,-23.14135288286811,-0.3865244857306723,-2.922499647623377
47,23.289468065092837,-20.682693916031074,-0.3051339419959466,-2.9119081919706318
48,20.858287062826037,-18.355955799923663,-0.3989762960921359,-2.901307522496091
49,20.43979287449317,-17.892126904258248,-0.37857015280029443,-2.926236252241496
50,20.058343235450465,-17.503507469273814,-0.37470441820878025,-2.9295401754258545
51,19.671450989155836,-17.05955311014682,-0.4052931268381166,-3.0171910539458078
52,19.331467785412748,-16.78899661196938,-0.37429540934441957,-2.91676666163191
53,18.99483074719393,-16.454541797879372,-0.3483658734991959,-2.888654853724226
54,18.785594215875932,-16.193592747555503,-0.3815306045963794,-2.973532039907914
55,18.577261212505878,-15.977162518078769,-0.35153118747321865,-2.951629952539372
56,18.375243440459034,-15.836393187317665,-0.3863487520927114,-2.9251990952069242
57,18.3365730816805,-15.620920531357392,-0.2326407365595238,-2.9482932543452782
58,18.007627463038965,-15.415802750406389,-0.4262800299668615,-3.01810459547405
59,17.495399414738518,-14.78248065031027,-0.250073642646776,-2.962992363338229
60,16.44722473772266,-13.799820586095885,-0.29699872655770454,-2.9444028033485883
61,15.282499542719203,-12.710922989664196,-0.36014783410709106,-2.931724397442008
62,15.142960874340197,-12.482955160020271,-0.3441835279706158,-3.0041892075840435
63,14.994634121279173,-12.434068764312363,-0.34861982679819753,-2.9091850745527057
64,14.888522341281552,-12.310457519338101,-0.3608879001834725,-2.9389526330972013
65,14.72687671757952,-12.264453537856477,-0.4720577952228015,-2.934480932694447
66,14.711289586900156,-12.123833668382861,-0.3888430833062038,-2.976298975039132
67,14.83909357046779,-12.144094781030585,-0.27067852557837213,-2.96567732472963
68,14.739164171339583,-12.052198192741292,-0.3132927066446105,-3.0002586509608005
69,14.6068887589853,-12.075969925409636,-0.41731420046166534,-2.9482329434986356
70,14.548487095893183,-11.962442808513394,-0.347747655043119,-2.9337919331804097
71,14.695549711396426,-12.003522679775578,-0.33054432725604577,-3.0225714399844796
72,14.471614077121401,-11.928134230118765,-0.3854060152286215,-2.9288858673240563
73,14.53140445902378,-11.927398114264767,-0.3892964567941955,-2.993302794951427
74,14.496332023717182,-11.903676419318474,-0.3796233185861683,-2.972278929963898
75,14.430144551434095,-11.914973850491677,-0.42941032878205754,-2.944580956350399
76,14.359839680828626,-11.856277091593682,-0.3985189137202275,-2.902081531814382
77,14.611591761625265,-12.006713179093373,-0.3371759016962744,-2.9420545312422743
78,14.433368972585173,-11.870069165773028,-0.3848102817052527,-2.94811001005052
79,14.486540939234482,-11.89914739584621,-0.37387923783139343,-2.9612727798993075
80,14.452458598945716,-11.892667541021035,-0.3489687965263294,-2.9087598504899423
81,14.53389767755436,-11.9122692059867,-0.34219149415251576,-2.963819938369944
82,14.532732649694514,-11.948109180112427,-0.3702560776396643,-2.95487956759296
83,14.453377011456066,-11.894844562192507,-0.408128967579407,-2.9666614140136334
84,14.417055142076709,-11.857246121273766,-0.40846541637106787,-2.9682744062399555
85,14.486802209781693,-11.915066079248358,-0.39577120523664006,-2.9675073170963713
86,14.425474541096747,-11.922602086127558,-0.42382698723032514,-2.926699454271341
87,14.5794244235075,-11.903371002100691,-0.31477056673574677,-2.9908240475232084
88,14.50314261038092,-11.903931931604316,-0.34507604570517053,-2.94428663615939
89,14.398958664906177,-11.875845522820198,-0.3808573054361947,-2.9039704588395128
90,14.40783385989032,-11.888179815268217,-0.43115126577359203,-2.9508053019076965
91,14.45587342902075,-11.86891799637034,-0.34923809144315837,-2.9361935144738296
92,14.41287392000609,-11.867051474655733,-0.3405171477153331,-2.88633948036387
93,14.495402432695219,-11.871175850493996,-0.3412159955765628,-2.9654426484168326
94,14.454880593698235,-11.941370493249044,-0.4239070241964316,-2.937417063531997
